_,id,title,photo,date,creator,left,broadcast,verified,megagroup,restricted,signatures,min,scam,has_link,has_geo,slowmode_enabled,call_active,call_not_empty,fake,gigagroup,noforwards,join_to_send,join_request,forum,access_hash,username,restriction_reason,admin_rights,banned_rights,default_banned_rights,participants_count,usernames
Channel,1187639879,La lista de Erick,"{'_': 'ChatPhoto', 'photo_id': 5298857065139253997, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08U\x8e\xdcF\xcd\x94 \xa8\xc7^8\xe6\x8a(\xa9z\xb1\xa7us'}",2021-05-19 10:39:41+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-7068679815251337694,lalistadeerick,[],,,,6832,[]
Channel,1080641057,RT en Español,{'_': 'ChatPhotoEmpty'},2016-08-16 14:47:41+00:00,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7719004564923395587,rtnoticias,"[{'_': 'RestrictionReason', 'platform': 'all', 'reason': 'law', 'text': 'This channel can’t be displayed because it violated local laws.'}]",,,,167204,[]
Channel,1076199425,Sputnik Mundo,{'_': 'ChatPhotoEmpty'},2016-09-22 10:07:31+00:00,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1447768367844369476,SputnikMundo,"[{'_': 'RestrictionReason', 'platform': 'all', 'reason': 'law', 'text': 'This channel can’t be displayed because it violated local laws.'}]",,,,35353,[]
Channel,1691625146,CASA DE RUSIA EN NICARAGUA,"{'_': 'ChatPhoto', 'photo_id': 5399957322522016652, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08g\xee\xbc\x8e~\xfe\xdf\xd6\x8a(\xacnz\t\x1f'}",2022-07-24 01:11:13+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5035390901133210119,casarusa,[],,,,123,[]
Channel,1387846699,La guerra contra las falsificaciones,"{'_': 'ChatPhoto', 'photo_id': 5348559921337187370, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08b\xc9?\xdaH\xda\xc6]\xdf\xdd9\xfc\xe8\xa2\x8a\x91\xb3'}",2022-04-01 13:35:02+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1060346825442090831,waronfakeses,[],,,,180,[]
Channel,1615618539,Зарина Догузова,"{'_': 'ChatPhoto', 'photo_id': 5289946098921748284, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa0B\xec\x1f\xde\xdd\xfaQE\x14\x86\x7f'}",2022-03-01 09:14:36+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,180765579812106994,doguzova_zv,[],,,,21541,[]
Channel,1706947495,Квоты Правительства Российской Федерации,"{'_': 'ChatPhoto', 'photo_id': 5271523060043858093, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xbc\xdeg\xdaWn\xfe\xbf6zQE\x14\xd8\x91'}",2022-12-23 06:21:47+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-7397619652806217987,kvota_rossotrudnichestvo,[],,,,205,[]
Channel,1265785913,Консульский департамент МИД России,"{'_': 'ChatPhoto', 'photo_id': 5449514678112863584, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x8b0\xf9\x1dF\xef\xa1\xce\x7f\xc2\x8a(\xaaB?'}",2021-06-11 07:32:57+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8509484169273466383,kd_mid,[],,,,7796,[]
Channel,1693134999,Рассказываем о ЕАЭС,"{'_': 'ChatPhoto', 'photo_id': 5417976879287221096, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x95do/\xfe>\xc6\xd09\x1bh\xa2\x8ahG'}",2022-04-25 06:48:58+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-4758238446160402242,MidRusEvrazes,[],,,,615,[]
Channel,1228559511,Russian Ocean Way. Кругосветка на тримаране,"{'_': 'ChatPhoto', 'photo_id': 5359507900348872566, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x81|\xbf+\xa8\xcd\x14QS)\xda\xda\x1dt\xa9\xde\xfa\xbd\xcf'}",2020-08-12 12:37:43+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-5059307706245807041,russianoceanway,[],,,,428,[]
Channel,1453453123,Alexander Dugin | Z,"{'_': 'ChatPhoto', 'photo_id': 5015239518223182580, 'dc_id': 1, 'has_video': True, 'stripped_thumb': b'\x01\x08\x08\x9b\xcd\x199\xe3\x1e\xf4QE/h\xc3\x91\x1f'}",2021-01-12 09:46:53+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2018483470674488675,Dugin_Aleksandr,[],,,,16020,[]
Channel,1511712900,Alexander Dugin | Z Chat,"{'_': 'ChatPhoto', 'photo_id': 4963042750610123317, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb0J\xfd\x980\xebE\x14W%\x91\xd0\x8f'}",2022-02-28 02:10:36+00:00,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,3118765210178633779,duginchat,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': True, 'send_stickers': True, 'send_gifs': True, 'send_games': True, 'send_inline': True, 'embed_links': True, 'send_polls': True, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': True}",1331,[]
Channel,1588138066,Mauricio Ampuero,"{'_': 'ChatPhoto', 'photo_id': 5321185990225804094, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x16r\xf7o\x1e\xd0\x061\xc0\xa2\x8a)\x01'}",2021-07-09 20:09:30+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-4555309023533779989,Mauricio_Ampuero,[],,,,5548,[]
Channel,1660937749,República Z,"{'_': 'ChatPhoto', 'photo_id': 5875319685753453421, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08g\xfa&\x7f\xe5\xa6(\xa2\x8a\xd3\xea\xb1\xee\xce\xcb\xbe\xe7'}",2022-03-15 15:44:54+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2175376219404577016,RepublicaZ,[],,,,1387,[]
Channel,1654044718,Embaixada da Rússia no Brasil,"{'_': 'ChatPhoto', 'photo_id': 4962981899513473772, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xcd\xfd\xdf\x93\xfe\xdd\x14QZ\x92\x7f'}",2022-02-28 13:13:20+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-3014101022313080120,embaixadarussa,[],,,,1581,[]
Channel,1065276858,МИД России 🇷🇺,"{'_': 'ChatPhoto', 'photo_id': 5305323555015212775, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xcd\xfd\xdf\x93\x9e7zw\xa2\x8a+k\x12\x7f'}",2016-11-01 10:35:02+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6620132778647817446,MID_Russia,[],,,,115413,[]
Channel,1717182747,Embrusguate,"{'_': 'ChatPhoto', 'photo_id': 4965279079951608284, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa1\xfb\xbf\xb3\xe7\x8c\xfaw\xcd\x14QZ\xa4#'}",2022-02-28 19:03:22+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2750730865177239814,embrusguate,[],,,,155,[]
Channel,1617467346,Sergio Brilev / Серхио Брилев,"{'_': 'ChatPhoto', 'photo_id': 5388855364637801065, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb0\xce\xde\x7f\xcb.\x17\xe9\xc7\xd2\x8a(\xa7\xca\x98\\'}",2022-07-21 10:48:05+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1484504777831588846,sergiobrilev,[],,,,2428,[]
Channel,1052590705,Cubadebate,"{'_': 'ChatPhoto', 'photo_id': 4902716168251485156, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x9eO?\xedK\xb7\xce\xdd\xe6v\xfb\xb8\xff\x00\x0cQE\x14\x8aoS'}",2016-11-07 17:50:46+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-3944186268455360271,cubadebate,[],,,,49507,[]
Channel,1790514079,Debate Cuba,"{'_': 'ChatPhoto', 'photo_id': 5773886521160613062, 'dc_id': 4, 'has_video': True, 'stripped_thumb': b'\x01\x08\x08\xcf$4\x03\x00\xee\xefE\x14T\\\xeb\xe4M&\xcf'}",2023-03-05 00:19:31+00:00,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,7942906457318431398,debatecu,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': True, 'send_stickers': False, 'send_gifs': False, 'send_games': True, 'send_inline': True, 'embed_links': True, 'send_polls': True, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': True}",747,[]
Channel,1573843926,Tribuna Oriental Portal,"{'_': 'ChatPhoto', 'photo_id': 4999266225611713053, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x89^\xd6+ \xc9\xb0\xb1^\xbcnV\xc7\xe7\xd6\x8a(\xa0\x0f'}",2022-02-27 19:50:35+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-8680900611118479476,torientaluy,[],,,,36,[]
Channel,1641520356,Juan Sinmiedo/Fearless John/Ukraine exposed. @Youblacksoul,"{'_': 'ChatPhoto', 'photo_id': 5821028417208958352, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x8d\xaeX:\xecv\xe4\xe7\x06\x8a(\xabI\x12\xdb?'}",2022-03-20 17:51:42+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1174781008238289346,UkraineHumanRightsAbuses,[],,,,54774,[]
Channel,1139728061,Wofnon,"{'_': 'ChatPhoto', 'photo_id': 5076099544109919272, 'dc_id': 1, 'has_video': True, 'stripped_thumb': b'\x01\x08\x08\xa8n\x9b\xe5;\x9b\x03\xb7\xad\x14QQ\xca\x8d\xb9\x9a?'}",2017-09-11 06:05:36+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6533396979023099717,wofnon,[],,,,27374,[]
Channel,1439260832,Wofnon,"{'_': 'ChatPhoto', 'photo_id': 4974780647121987701, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xaanNA\xdc\xd8\x03\xa7\xad\x14Q[]\xa2O'}",2020-10-06 00:19:53+00:00,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-8875818754351396205,wofnonchat,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': True, 'send_stickers': True, 'send_gifs': True, 'send_games': True, 'send_inline': True, 'embed_links': True, 'send_polls': True, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': False}",1961,[]
Channel,1581738563,Verdad vs falsedad,"{'_': 'ChatPhoto', 'photo_id': 5303489840203021597, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xbb\x92\xd7\x9c\x96\x05z\x0e\xd8\xa2\x8a*\x10\xd9'}",2022-03-17 10:58:43+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7034703599376835962,verdad_vs_falso,[],,,,80,[]
Channel,1326567856,Montevideo Portal,"{'_': 'ChatPhoto', 'photo_id': 5100528463391074671, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x97\xf7~^8\xce(\xa2\x8a\xc4\xefH'}",2018-03-31 14:42:06+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2785817043690557251,MontevideoPortal,[],,,,566,[]
Channel,1795314233,Посольство России в Эквадоре 🇷🇺🇪🇨,"{'_': 'ChatPhoto', 'photo_id': 5269407926089529989, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x08\xc2\xff\x00\xf5\xe8\xa2\x8a\xa7&\n\t\x9f'}",2021-11-15 16:12:56+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-7911938811492851005,EmbRusEc,[],,,,532,[]
Channel,1301168156,СЛУЦКИЙ,"{'_': 'ChatPhoto', 'photo_id': 6181167064787522, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08m\x95\xf13\x03 !:p\x0e\x05\x14QR\xdd\x8a\xb1'}",2018-04-16 05:46:58+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8886738841022271968,slutsky_l,[],,,,91894,[]
Channel,1089474371,Евразийская экономическая комиссия,"{'_': 'ChatPhoto', 'photo_id': 5463096790631954093, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa5\xf2\x14\xf48\xa2\x8a+s\x13'}",2017-01-09 06:26:00+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6333893020517294454,EECommission,[],,,,5544,[]
Channel,1562062076,Дипломатический источник,"{'_': 'ChatPhoto', 'photo_id': 5420559997173085129, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa5\xb6\x1f\xb2u\xed\x9e\xbd\xe8\xa2\x8aHg'}",2021-07-08 15:50:10+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2159090304337309989,diplosource,[],,,,2191,[]
Channel,1633525712,Russia in Belarus,"{'_': 'ChatPhoto', 'photo_id': 5296491813764446309, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b""\x01\x08\x08\xaf\xfb\xaf'\xbe\xfa(\xa2\xb69\xcf""}",2022-02-26 16:58:00+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4320400732681941022,RusEmbassyMinsk,[],,,,859,[]
Channel,1128101301,Президент России,"{'_': 'ChatPhoto', 'photo_id': 1442491893831280556, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa7\xfe\x8f\xf6m\xd8\x1b\xb1\xeb\xceqE\x14V\xa2?'}",2017-09-14 15:35:01+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,994176615590622288,kremlininfo,[],,,,7217,[]
Channel,1356558570,ГРИГОРЬЕВ,"{'_': 'ChatPhoto', 'photo_id': 5418014254092629037, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x92;\xcd\xf3\x8d\xca@\xe80x\xfch\xa2\x8am\n\xe7'}",2021-03-23 04:41:54+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-6639130690679547002,maximgrigoryev,[],,,,16497,[]
Channel,1551902892,ГРИГОРЬЕВ Chat,{'_': 'ChatPhotoEmpty'},2022-04-03 18:52:24+00:00,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-3915207295140472989,grigoryev_chat,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': False, 'send_stickers': False, 'send_gifs': False, 'send_games': False, 'send_inline': False, 'embed_links': False, 'send_polls': False, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': False}",61,[]
Channel,1185291903,МуZей Победы,"{'_': 'ChatPhoto', 'photo_id': 5260694137525615102, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd6;\x8c\x83\x93\x8c\xfaQE\x14\x01'}",2018-02-05 12:02:25+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1039644781253840269,muzeypobedy,[],,,,4343,[]
Channel,1328631020,Посольство России в Коста-Рике / Embajada de Rusia en Costa Rica,"{'_': 'ChatPhoto', 'photo_id': 5004054156369046004, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa1\xfb\xbf\xb3\xe7\x8c\xf4\xc7|\xd1E\x15\xaaB?'}",2022-03-13 21:46:01+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-8797216951980637802,EmbajadaRusa_CR,[],,,,187,[]
Channel,1526452346,Правительство России,"{'_': 'ChatPhoto', 'photo_id': 5402373692597581426, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x83\xf7^W\xfb^\xb9\xa2\x8a+\xac\xe7?'}",2021-08-31 07:47:42+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-5370614289702902246,government_rus,[],,,,143101,[]
Channel,1156177275,Центр Агроаналитики Минсельхоза России,"{'_': 'ChatPhoto', 'photo_id': 5323646650004129021, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd6*w\x86\xfc:\xd1E\x14\x01'}",2019-08-07 06:51:13+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1757938184694689839,mcxcias,[],,,,2427,[]
Channel,1082968817,Минобороны России,"{'_': 'ChatPhoto', 'photo_id': 5323480602273497688, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x90\xbbn\x18\xc6;\xd1E\x14\x01'}",2016-12-10 20:56:39+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2883654646725779945,mod_russia,[],,,,479470,[]
Channel,1472186202,Мария Захарова,"{'_': 'ChatPhoto', 'photo_id': 5307590507473516391, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa2\xca\x8c\xbeZ\x93\xb8\x0c\x93\x8e3\xe9E\x14T6\xd0\x99'}",2021-05-31 22:11:58+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-6376030061783081405,MariaVladimirovnaZakharova,[],,,,528957,[]
Channel,1347278035,Постпредство России при ООН,"{'_': 'ChatPhoto', 'photo_id': 4985925219671714432, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08Ekad\xf9U)\x8c\x0c\xf5\xcd\x14QZ\xb7n\x86J7\xea\x7f'}",2017-12-13 16:49:26+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-4170963078218533189,russiaun,[],,,,3203,[]
Channel,1265358047,СМД МИД России 🇷🇺,"{'_': 'ChatPhoto', 'photo_id': 5282835832102829334, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xab\xba\xdf\xec\xf8\xf2\xcf\x99\xeb\x9a(\xa2\xa9\r\x9f'}",2021-01-23 12:53:34+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,342063566041849288,smdmid,[],,,,963,[]
Channel,1653406947,Lomovka,"{'_': 'ChatPhoto', 'photo_id': 5242724694438820887, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08na\xf2\xf1\xb4\xef\xf5\xcd\x14QY\x1e\x95\x8f'}",2022-05-31 15:30:10+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1785977776806564218,lomovkaa,[],,,,82822,[]
Channel,1207954453,Следком,"{'_': 'ChatPhoto', 'photo_id': 5190528317667785474, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa7\xfb\xaf\xb3}\xd3\xbb\x1d}\xf3E\x14T3\xa1#'}",2020-08-31 09:28:43+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-5477704818541849942,sledcom_press,[],,,,30900,[]
Channel,1313780417,Международная Жизнь,"{'_': 'ChatPhoto', 'photo_id': 5229078041446166106, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd5\xcbo\xe9\xc5\x14QLG'}",2018-02-12 10:06:54+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2658217289046243370,interaffairs,[],,,,2776,[]
Channel,1144616980,Zvezdanews,"{'_': 'ChatPhoto', 'photo_id': 5262802210553706610, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b""\x01\x08\x08\x80\xf9\x1e_@X.x\xcf'\xd3\xfc\xfaQE\x14\xc0""}",2017-06-21 07:50:08+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1196723852045783306,zvezdanews,[],,,,106276,[]
Channel,1553587416,«Спасская башня»-2023,"{'_': 'ChatPhoto', 'photo_id': 5285504389773113645, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x8f|_d\xc7\x96\xbef\xdcn\xef\xd6\x8a(\xac\x8e\xe4\x8f'}",2021-08-24 15:47:38+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7699325505747167097,spasstowerfestival,[],,,,655,[]
Channel,1477711430,КИМ,"{'_': 'ChatPhoto', 'photo_id': 5240427707274215379, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08U`\xf2\x0f\xa6\x074QE#iA\x1f'}",2019-06-01 08:37:02+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-5527259983211118859,KIMMARINA,[],,,,21774,[]
Channel,1473745518,repoRTeros,{'_': 'ChatPhotoEmpty'},2021-09-08 14:09:20+00:00,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2943287133367763573,rtreporteros,"[{'_': 'RestrictionReason', 'platform': 'all', 'reason': 'law', 'text': 'This channel can’t be displayed because it violated local laws.'}]",,,,13560,[]
Channel,1450687245,Дипакадемия МИД,"{'_': 'ChatPhoto', 'photo_id': 5280577220471013481, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb7\xb6\xf7\xcf\xfb\xdcg\xafl}(\xa2\x8a\x00'}",2019-08-07 15:35:14+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8198983697823308920,DipacademyMID,[],,,,1938,[]
Channel,1101806611,Colonelcassad,"{'_': 'ChatPhoto', 'photo_id': 1211663369043552170, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xae\x15\xcc\x06Q\x80\xc4\xf5\xc8\xc61\xfc\xe8\xa2\x8a`\x7f'}",2017-09-23 03:15:51+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2435279002486636319,boris_rozhin,[],,,,820382,[]
Channel,1003698528,IZ.RU,"{'_': 'ChatPhoto', 'photo_id': 5395469953576056417, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x14C\xf6`1\x1e\xfd\xbc\x9e\xf9\xa2\x8a+r\xcf'}",2015-09-24 09:53:16+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-4416481709685401546,izvestia,[],,,,113238,[]
Channel,1585032928,WAR CRIMES IN UKRAINE,"{'_': 'ChatPhoto', 'photo_id': 5300989610891002311, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xcc>Y\x8c\x10Hn\xe3\xb1\xa2\x8a(\x03'}",2022-04-07 11:19:55+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3355243001968459538,grigoriev_maxim,[],,,,9000,[]
Channel,1639836943,CHAT - WAR CRIMES IN UKRAINE,"{'_': 'ChatPhoto', 'photo_id': 5303544412057484666, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xcc\x1e^\xd3\x90\xc4\xf6\xe7\x8a(\xa2\x80?'}",2022-04-12 18:08:39+00:00,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,157933371120614777,WARCRIMESINUKRAINEchat,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': False, 'send_stickers': False, 'send_gifs': False, 'send_games': False, 'send_inline': False, 'embed_links': False, 'send_polls': False, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': False}",735,[]
Channel,1794711668,Системный пестицид,"{'_': 'ChatPhoto', 'photo_id': 5294379518783502157, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\r\xcc\x81s\xfc \xf5\xc7z(\xa2\xb2\x15\x8f'}",2021-12-07 06:16:35+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-4600687084816231312,pezdicide,[],,,,13782,[]
Channel,1051341773,Russian Embassy in London,"{'_': 'ChatPhoto', 'photo_id': 12985610737396916, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa1\xfb\xbf#\xb6\xfc\xd1E\x15\xa1\x07'}",2016-08-02 13:37:51+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5436197818083875197,russian_embassy,[],,,,1675,[]
