_,id,title,photo,date,creator,left,broadcast,verified,megagroup,restricted,signatures,min,scam,has_link,has_geo,slowmode_enabled,call_active,call_not_empty,fake,gigagroup,noforwards,join_to_send,join_request,forum,access_hash,username,restriction_reason,admin_rights,banned_rights,default_banned_rights,participants_count,usernames
Channel,1260622817,Readovka,"{'_': 'ChatPhoto', 'photo_id': 5393351091590117265, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd0\xc3\x9b\xdc\xfc\xd8U\xfc\r\x14Q@\xd9'}",2018-03-05 14:24:03+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3763124907993235726,readovkanews,[],,,,1767816,[]
Channel,1366415996,ReadovChat,"{'_': 'ChatPhoto', 'photo_id': 5300895448028002541, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x9f\xfd0\xea\x99\xf9\xbc\xa0\xdf\xf0\x1d\xbf\xe3E\x14P\x0c'}",2019-06-04 10:31:14+00:00,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,162862439163172508,readovchat,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': True, 'send_stickers': True, 'send_gifs': True, 'send_games': True, 'send_inline': True, 'embed_links': True, 'send_polls': True, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': True}",6408,[]
Channel,1514685631,Russia in OSCE/Россия в ОБСЕ,"{'_': 'ChatPhoto', 'photo_id': 5258272226942236690, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x97\x8cv\xe9E\x14WA\x81'}",2022-03-02 09:29:09+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-5404966409866475114,RusMissionOSCE,[],,,,1037,[]
Channel,1736895964,Война с фейками,"{'_': 'ChatPhoto', 'photo_id': 5350289813904933927, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08j\xbc\xff\x00i\xc1\xdd\xe6\xee\xfe\xef\xf5\xf4\xa2\x8a)$3'}",2022-02-24 09:28:25+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2823065425388039604,warfakes,[],,,,710948,[]
Channel,1639057162,Россия в Испании,"{'_': 'ChatPhoto', 'photo_id': 5823179019003214057, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xcd\xfd\xdf\x93\xfe\xdd\x14QZ\xd8\x93'}",2022-02-26 14:07:51+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-8994100636703475935,EmbajadaRusaRu,[],,,,2991,[]
Channel,1462245423,InfoDefense,"{'_': 'ChatPhoto', 'photo_id': 5265132685578321180, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08G\x8dc\\\xe0\x1c\xfa\x8eh\xa2\x8a\x98\xb7cIE\\'}",2022-03-01 22:47:27+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5983850374073695003,informdefense,[],,,,7136,[]
Channel,1231155608,Дмитрий Полянский,"{'_': 'ChatPhoto', 'photo_id': 5373229440391294554, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08pum\xa3\xe6\\s\x92x\xa2\x8a)s2\x9cV\xc7'}",2020-09-04 01:27:06+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-1710835544875896344,dpol_un,[],,,,17013,[]
Channel,1416475410,Кафедра ТИМО РУДН_новостной канал,"{'_': 'ChatPhoto', 'photo_id': 5355231839498908172, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b""\x01\x08\x08'2\x89\x80\xe7n{QE\x15%\x1f""}",2021-03-09 12:09:40+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8505358364765350316,IR_RUDN_NEWS,[],,,,424,[]
Channel,1510033180,Объясняем.рф,"{'_': 'ChatPhoto', 'photo_id': 5330221300041498905, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd5\xfd\xe7\x9b\xdbe\x14Q@\x1f'}",2022-02-25 14:52:26+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-8161723711371690881,obyasnayemrf,[],,,,203812,[]
Channel,1457644020,OMON Moscow,"{'_': 'ChatPhoto', 'photo_id': 148225214536329226, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa5q9k\xb5\x95\xf3\x8d\xc1\x8a\xe74QE\x00\x7f'}",2019-08-30 11:02:55+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-3719195649323214584,omonmoscow,[],,,,16759,[]
Channel,1480718461,Госуслуги,"{'_': 'ChatPhoto', 'photo_id': 5249109365187790467, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd5\xf9\xb7\xf7\xeb\xfaQE\x14\x01'}",2020-07-16 09:10:11+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2329947904150769157,gosuslugi,[],,,,1060071,[]
Channel,1746014776,La Embajada de Rusia en Bolivia 🇷🇺🇧🇴,"{'_': 'ChatPhoto', 'photo_id': 5026308138571245988, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa1\x88\xfe\xcf\x9e3\xe9\x9esE\x14V\xa9\x08'}",2022-03-21 14:00:25+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1561479897892262559,embrusbolivia,[],,,,250,[]
Channel,1075088144,Генпрокуратура России,"{'_': 'ChatPhoto', 'photo_id': 5353076023614352859, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa9\xfb\xbf+8\xe7\x18\xfch\xa2\x8a\xde1$'}",2016-08-22 13:41:57+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2120101662137634338,genprocrf,[],,,,16827,[]
Channel,1239008568,Русский дом,"{'_': 'ChatPhoto', 'photo_id': 5193203940559269195, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd0;\xfc\xf1\x8d\xde\xf9\xa2\x8a)\xdcH'}",2020-03-19 14:35:32+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7583932381276644565,rossotrudnichestvo,[],,,,15927,[]
Channel,1592391298,Russian Mission Vienna,"{'_': 'ChatPhoto', 'photo_id': 5829985232202348324, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb5\x96\xdf\xff\x00M?\\\xff\x00\x87\xf4\xa2\x8a*\xf6\x03'}",2022-02-28 10:03:30+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8846572181344638476,ViennaMissionRu,[],,,,673,[]
Channel,1735000219,Министерство культуры Российской Федерации,"{'_': 'ChatPhoto', 'photo_id': 5192851023096563490, 'dc_id': 2, 'has_video': True, 'stripped_thumb': b'\x01\x08\x08\xb4<\xa3\x03\xc6q\xcfP\xc7<\xd1E\x14\x86\x7f'}",2022-02-26 08:35:26+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5441108930738438169,mincultrussia,[],,,,15617,[]
Channel,1757328357,Чат Министерства культуры РФ,"{'_': 'ChatPhoto', 'photo_id': 5388707274165436869, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd0\xfd\xef\xda6\xe7\xb6s\x9e\xd9\xa2\x8a)\xb0?'}",2022-07-21 16:00:06+00:00,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7301679365412061401,mincultrussiachat,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': False, 'send_stickers': False, 'send_gifs': False, 'send_games': False, 'send_inline': False, 'embed_links': False, 'send_polls': True, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': False}",317,[]
Channel,1260344485,"Ну чё, народ, погнали!","{'_': 'ChatPhoto', 'photo_id': 5278365149104812587, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08]\xaf\xb8\xfc\xa3\x1e\xb9\xa2\x8a+RO'}",2020-02-21 13:49:16+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-3915274476471914227,ranarod,[],,,,105236,[]
Channel,1790907266,Кремль. Новости,"{'_': 'ChatPhoto', 'photo_id': 5382068504561303216, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa5\xfb\xaf#\xbf\x99E\x14U\x81'}",2022-04-04 11:01:07+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2803221559974845053,news_kremlin,[],,,,160236,[]
Channel,1710801032,Intel Republic,"{'_': 'ChatPhoto', 'photo_id': 5897881303578164396, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b""\x01\x08\x08v'\xf31\x94\xd9\xeb\xde\x8a(\xae\x07+\x9d6\xb1""}",2022-05-18 14:32:22+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1610765298623844170,IntelRepublic,[],,,,56569,[]
Channel,1700627311,Iɴᴛᴇʟ ʀᴇᴘᴜʙʟɪᴄ,"{'_': 'ChatPhoto', 'photo_id': 6053320516527305514, 'dc_id': 5, 'has_video': False, 'stripped_thumb': b""\x01\x08\x08v'\xf31\x94\xd9\xeb\xde\x8a(\xae\x0ek\x9d6\xb1""}",2022-05-20 13:13:04+00:00,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,-2682753943656822508,IntelRepublic_comments,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': False, 'send_stickers': False, 'send_gifs': False, 'send_games': False, 'send_inline': False, 'embed_links': False, 'send_polls': True, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': False}",2192,[]
Channel,1250071312,ОП РФ / Общественная палата РФ,"{'_': 'ChatPhoto', 'photo_id': 5357291508245578748, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd0ge\x94/b\x7f\xbc(\xa2\x8a\x19qWG'}",2017-11-10 06:52:36+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1246544366974184084,oprf_official,[],,,,20311,[]
Channel,1101170442,РИА Новости,"{'_': 'ChatPhoto', 'photo_id': 5323408141880241853, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b""\x01\x08\x08\x9a'\x93\xeddH\xb2o\xdd\xd8q\xff\x00\xea\xa2\x8a*\xe4J?""}",2017-02-28 16:45:55+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7588106869944529088,rian_ru,[],,,,2677443,[]
Channel,1291953231,Мария Бутина,"{'_': 'ChatPhoto', 'photo_id': 5199918039594812217, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb4\xd7\x91\x0b\xdc\x10\xdf\xdc\xcf\xbd\x14Q@\x1f'}",2020-01-24 11:39:50+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-1842997506123243038,mariabutina,[],,,,50810,[]
Channel,1249511529,На кухне с Бутиной,"{'_': 'ChatPhoto', 'photo_id': 5240310106774678880, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x81f\xe7\x07\x9d\xa4\x0c\xd1E\x15\x17\x1bvg'}",2020-04-15 04:29:50+00:00,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-2005134748287704494,kitchenwithbutina,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': True, 'send_stickers': True, 'send_gifs': True, 'send_games': True, 'send_inline': True, 'embed_links': False, 'send_polls': False, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': True}",409,[]
Channel,1688408086,Russia in Canada,"{'_': 'ChatPhoto', 'photo_id': 5023869619349334740, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xcf\xcc~^x\xcf\xa5\x14Q[\xa4I'}",2022-03-01 00:10:53+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6035289726616157155,rusembc,[],,,,1428,[]
Channel,1038402501,Коммерсантъ,"{'_': 'ChatPhoto', 'photo_id': 5269288599013149800, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb9\xb9\x9a\xf0\x81\x93\xb4\x81\x83\xf4\xeb\xf9\xff\x00:(\xa2\x80?'}",2016-03-21 15:07:33+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-1647890464821039493,kommersant,[],,,,215359,[]
Channel,1419310838,Коммерсантъ_чат,"{'_': 'ChatPhoto', 'photo_id': 5269570941573252686, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb9\xb9\x9a\xf0\x81\x93\xb4\x81\x83\xf4\xeb\xf9\xff\x00:(\xa2\x80?'}",2019-06-24 09:13:38+00:00,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,-3622887818382156937,kommersantchat,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': True, 'send_stickers': True, 'send_gifs': True, 'send_games': True, 'send_inline': True, 'embed_links': True, 'send_polls': True, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': False}",1501,[]
Channel,1210023966,Сырьевая игла,"{'_': 'ChatPhoto', 'photo_id': 2501138544168380329, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b""\x01\x08\x08'\xd4\x03@\xa1wn\xea\x0ezQE\x15#g""}",2018-04-02 15:43:09+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5300392338701076537,needleraw,[],,,,11808,[]
Channel,1580589993,El Zoom,"{'_': 'ChatPhoto', 'photo_id': 5298512230804993589, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa5\xfe\x86\xf6\xdd\xe3\x94/\xb9\x04\xff\x00\x9f\xe7E\x14R\xb0\x1f'}",2021-09-02 13:07:48+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2677109086003945362,elzoomrt,[],,,,11084,[]
Channel,1232469282,Китай - Николай Вавилов,"{'_': 'ChatPhoto', 'photo_id': 5221987905138963713, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xcc$\x08@\xc899\xe3\xb5\x14Q@\x1f'}",2017-12-24 12:00:58+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-8608780317722513071,shuohuaxia,[],,,,161791,[]
Channel,1140991878,Карточный Домик: Европа,"{'_': 'ChatPhoto', 'photo_id': 352412757266643933, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb9\xe5M\xbf>a\xf37\xe7\x198\xdb\xe9\xf9QE\x14s\x08'}",2017-09-01 10:02:37+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1376214457222048600,HouseOfCardsEurope,[],,,,23946,[]
Channel,1456334058,Выпускники России,"{'_': 'ChatPhoto', 'photo_id': 5206241545714512662, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x80\xfd\x9f\xec\x83\x03\xf7\x9d\xcd\x14QZ\x19\x9f'}",2019-06-09 21:59:36+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6881359328197645512,AlumniRussia,[],,,,487,[]
Channel,1552693214,💬 Чат выпускников,"{'_': 'ChatPhoto', 'photo_id': 5440406736105223401, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd0\x1e\x7f\xda\x8eO\xee\xfbQE\x14\x01'}",2021-10-20 13:23:31+00:00,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7432663139107530021,AlumniRussiachat,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': True, 'send_stickers': False, 'send_gifs': False, 'send_games': False, 'send_inline': False, 'embed_links': False, 'send_polls': True, 'change_info': True, 'invite_users': False, 'pin_messages': True, 'manage_topics': False}",4,[]
Channel,1241760129,Embassy of Russia in Ireland,"{'_': 'ChatPhoto', 'photo_id': 5274087348793096525, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xcd\xfd\xdf\x93\xfe\xdd\x14QZ\xd8G'}",2022-03-07 11:31:12+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-812496664840680169,russiainireland,[],,,,1083,[]
Channel,1755883392,Несанкционированное мнение,"{'_': 'ChatPhoto', 'photo_id': 5294370765640153734, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x97\xed\x12y\xa0\xbb\x05\x00\xf5\x07\xad\x14QN\xd7\x07\xa1'}",2022-03-13 09:17:23+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-106740200480918567,unsanctioned,[],,,,1983,[]
Channel,1472118005,Правдорубка,"{'_': 'ChatPhoto', 'photo_id': 5938332980609136956, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb1\xfb\xdf?\xbe\xfc\xfbg8\xff\x00\xd0h\xa2\x8a\x00'}",2021-01-21 09:45:53+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5290014555621935504,mincerchannel,[],,,,87568,[]
Channel,1099860397,РБК,"{'_': 'ChatPhoto', 'photo_id': 291946120319445352, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b""\x01\x08\x08\xd1f\x94N\x02\xa9*O'\xb0\x14QE\x02H""}",2016-09-07 15:46:31+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-8921963361126091208,rbc_news,[],,,,358976,[]
Channel,1754796597,Валерий Селезнев | Депутат Госдумы,"{'_': 'ChatPhoto', 'photo_id': 5328228435216152688, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08o\x9d\n\xe2P\xad\xf3\x92\x02\xe7\xa0\x14QE;\x10\xd2g'}",2022-03-25 09:49:20+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3831530638571439276,deputatseleznev,[],,,,1204,[]
Channel,1094054752,Карточный Домик,"{'_': 'ChatPhoto', 'photo_id': 1415280265239046079, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb1\xe56\xed\xdeg\xef\xf7\xee\xc6OOJ(\xa2\x80?'}",2017-01-19 09:24:09+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-648490364439484224,WhiteHouseCards,[],,,,18760,[]
Channel,1309100162,Старая Москва,"{'_': 'ChatPhoto', 'photo_id': 5465127116162056396, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd0\xff\x00H\xdf\xfcX\xcf\xb7J(\xa2\x80?'}",2018-03-15 16:19:31+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-3233837857335607946,old_Moscow,[],,,,125434,[]
Channel,1109060533,🌲Русская природа 🌲,"{'_': 'ChatPhoto', 'photo_id': 1271329853583501227, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x89oUlB\x01\xf3\x8f|\xd1E\x146+\x1f'}",2017-08-12 18:42:38+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-8629430501069027465,Russiannature,[],,,,26,[]
Channel,1399412337,Russian Mission Geneva,"{'_': 'ChatPhoto', 'photo_id': 4952144773607696994, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x8br\xed\xcf8\xfd1E\x14RD3'}",2022-03-29 08:33:10+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5233220816883569994,RussiaGeneva,[],,,,2105,[]
Channel,1199677725,Coala,"{'_': 'ChatPhoto', 'photo_id': 3414504451089737642, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb5\x8dC\xedx\xde\xbe^\xefA\x8d\xb4QE\x00\x7f'}",2019-06-07 06:38:31+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-3098096856489636863,Coala_russia,[],,,,22118,[]
Channel,1197253504,Miguel Díaz-Canel Bermúdez,"{'_': 'ChatPhoto', 'photo_id': 5075669763912477288, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x8fs\xfd\xad\xb2\xb2y\xbd\x14\xff\x00\xb5E\x14Si\x0f\x99\x9f'}",2018-10-10 12:02:43+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-9134030320915771037,diazcanelb,[],,,,3432,[]
Channel,1219587697,Перевёл и Озвучил,"{'_': 'ChatPhoto', 'photo_id': 721297121679091626, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd1\xcc\x9ev0z\xfe\x18\xa2\x8a)\r\xb3'}",2017-11-26 10:37:58+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8981999450616782405,per_i_ozv,[],,,,30309,[]
Channel,1535793596,PAVLOVA|| НОВОСТИ|| ГЕОПОЛИТИКА||,"{'_': 'ChatPhoto', 'photo_id': 5274112766409558460, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08M\xb9\x01?\xe5\xae3\xb7""\x8a(\xa8\xe6c\xb1'}",2022-02-10 19:01:40+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-6220488727448376868,Pavlova_Maria_live,[],,,,21155,[]
Channel,1012339614,Российская Газета | Новости,"{'_': 'ChatPhoto', 'photo_id': 5433743515252276721, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08_2O;n\x1b\xed\x19\xf7\xf5\xa2\x8a)\x8a\xc7'}",2016-01-11 09:40:23+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3396127050271398480,rgrunews,[],,,,145562,[]
Channel,1373485405,Акценты,"{'_': 'ChatPhoto', 'photo_id': 1331804032493266866, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x88\xf9^@\xc7\xde\xfasE\x14WA\xd0\x7f'}",2019-09-06 18:14:27+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,917070606787571082,emphasises,[],,,,76906,[]
Channel,1197210433,Сигналы РЦБ,"{'_': 'ChatPhoto', 'photo_id': 5334943556453910505, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xaaD\xd9\x05s\xe7\xef\xe79\xdd\x9f\xf0\xa2\x8a)\x8d\x9f'}",2019-10-18 11:02:30+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2642344338576036109,cbrstocks,[],,,,110524,[]
Channel,1566105079,Сигналы РЦБ [ЧАТ],"{'_': 'ChatPhoto', 'photo_id': 5361788609587431934, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa6D\xdb\x81\\\xf9\xfb\xf9\xcewg\xfc(\xa2\x8a\x00'}",2021-11-02 13:59:02+00:00,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,3327227413157457760,cbrstockschat,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': True, 'send_stickers': False, 'send_gifs': False, 'send_games': False, 'send_inline': False, 'embed_links': True, 'send_polls': True, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': True}",523,[]
Channel,1210987817,"Неофициальный Безсонов ""Z""","{'_': 'ChatPhoto', 'photo_id': 5244664963094659269, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xac\xcd\x0f\x93\x81\xd7\x18\xc7\xf9\xefE\x14T\xd8\xa3'}",2019-01-02 19:16:40+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4635535718744848132,NeoficialniyBeZsonoV,[],,,,386136,[]
Channel,1425996700,Вячеслав Володин,"{'_': 'ChatPhoto', 'photo_id': 5366288987989324526, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08SvL-\xf3\xf0\x9dy\xa2\x8a(\xe5@\x7f'}",2021-03-12 09:46:01+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3505935272679356440,vv_volodin,[],,,,953026,[]
Channel,1603415279,Russian Embassy in Denmark,"{'_': 'ChatPhoto', 'photo_id': 5251721748980809040, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa1\xfb\xbf\xb3\xe7\x8c\xfag\x9c\xd1E\x15\xaaB?'}",2022-02-28 09:09:19+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6514566517611995951,rusembdk,[],,,,269,[]
Channel,1126629353,Кремлёвская прачка,"{'_': 'ChatPhoto', 'photo_id': 5233458315382602472, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xaf""""D\x01n\x83\xf5\xa2\x8a*R)\xb3'}",2017-08-10 07:49:14+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1884368413804500654,kremlinprachka,[],,,,257967,[]
